uid,processed_time,record_count,avg_temperature,avg_humidity,avg_pressure,avg_altitude,avg_height,avg_vbat,avg_satellites,avg_hdop,avg_latitude,avg_longitude
20240606181851A641973A1878250224,2025-11-24T00:55:00.000000,49,19.3999996,52.5755098326531,100081.6237244898,161.03877568979587,-2.4000001,7.709743197959187,12.0,1.0916326489795916,22.607856616326533,114.05997187142867
20240606181851A641973A1878250224,2025-11-24T00:56:00.000000,52,19.3999996,52.19807715384613,100082.93209134616,164.91346300576927,-2.4000001,7.708050325000004,12.0,1.0292307673076921,22.60785956538462,114.05998038269237
20240606181851A641973A1878250224,2025-11-24T00:57:00.000000,49,19.3999996,52.16938769183673,100085.1262755102,161.6367346306122,-2.4000001,7.707673793877554,12.0,1.0469387734693878,22.607837604081634,114.05997201632664
20240606181851A641973A1878250224,2025-11-24T00:58:00.000000,52,19.3999996,52.64807693461539,100085.88161057692,157.26730757499996,-2.4000001,7.707600328846157,12.0,1.2378846134615384,22.60785302307691,114.05996613461545
20240606181851A641973A1878250224,2025-11-24T00:59:00.000000,50,19.413999656,53.04400032799995,100085.94875,156.173999938,-2.4000001,7.705620340000004,12.0,1.1842000000000004,22.607882878,114.05995651999982
20240606181851A641973A1878250224,2025-11-24T01:00:00.000000,52,19.401922684615386,53.42307714423079,100085.40985576923,159.80769260000002,-2.4000001,7.707150313461543,12.0,1.0038461538461538,22.60786765192307,114.05996570384615
20240606181851A641973A1878250224,2025-11-24T01:01:00.000000,50,19.3999996,52.99800010600002,100085.07,160.15799957199997,-2.4000001,7.709208326000004,12.0,1.0217999960000002,22.60785556999999,114.05996854600005
20240606181851A641973A1878250224,2025-11-24T01:02:00.000000,51,19.3999996,52.82549089999997,100085.22365196078,155.46274522745097,-2.4000001,7.708388582352946,12.0,1.0843137254901958,22.607850943137247,114.05996431764706
20240606181851A641973A1878250224,2025-11-24T01:03:00.000000,50,19.3999996,52.393999994,100085.464375,160.29999999799998,-2.4000001,7.710144318000004,12.0,1.1325999999999998,22.607840321999994,114.05997438000003
20240606181851A641973A1878250224,2025-11-24T01:04:00.000000,51,19.3999996,52.698039337254905,100085.87990196078,167.55686262745093,-2.4000001,7.733623888235291,12.0,0.9960784313725489,22.607799529411768,114.05998723333327
20240606181851A641973A1878250224,2025-11-24T01:05:00.000000,50,19.3999996,53.00000097599998,100085.52375,166.710000608,-2.4000001,7.736508335999997,12.0,1.0652000000000001,22.60784579799999,114.05997815600007
20240606181851A641973A1878250224,2025-11-24T01:06:00.000000,49,19.3999996,53.95510188163263,100085.08163265306,160.76938831428572,-2.4000001,7.718816651020411,12.0,1.0583673448979591,22.60791491632652,114.05995195510194
20240606181851A641973A1878250224,2025-11-24T01:07:00.000000,51,19.3999996,53.5,100083.9675245098,162.86274449999996,-2.4000001,7.710070907843141,12.0,1.1582352941176468,22.607919480392162,114.05996342352934
20240606181851A641973A1878250224,2025-11-24T01:08:00.000000,52,19.396153430769232,53.578844971153835,100082.90865384616,161.82884627115385,-2.4000001,7.706550334615388,12.0,1.0124999999999997,22.60787878653846,114.05997525384623
20240606181851A641973A1878250224,2025-11-24T01:09:00.000000,51,19.39803880784314,53.63725379803924,100082.4368872549,160.5137260352941,-2.4000001,7.706247378431376,12.0,1.0094117607843138,22.607865394117642,114.05998379019616
20240606181851A641973A1878250224,2025-11-24T01:10:00.000000,50,19.3999996,53.80400015,100081.106875,164.54599944400002,-2.4000001,7.711080330000003,12.0,1.025199996,22.607852555999997,114.05999223400003
20240606181851A641973A1878250224,2025-11-24T01:11:00.000000,51,19.39803880784314,53.60196088431377,100079.44791666667,166.65490183725484,-2.4000001,7.7105297470588265,12.0,1.076274501960784,22.607860664705882,114.0599978568628
20240606181851A641973A1878250224,2025-11-24T01:12:00.000000,50,19.397999592,53.195999602,100078.94875,171.33399871799998,-2.4000001,7.711236322000003,12.0,1.01499999,22.607950517999992,114.05997727000005
20240606181851A641973A1878250224,2025-11-24T01:13:00.000000,50,19.3999996,52.946000126,100078.418125,172.135999756,-2.4000001,7.720596294,12.0,1.1259999939999998,22.607937123999996,114.05997390000007
20240606181851A641973A1878250224,2025-11-24T01:14:00.000000,51,19.3999996,52.84509851960785,100078.59987745098,171.2333320098039,-2.4000001,7.724753266666667,12.0,1.3647058784313721,22.607903949019605,114.05998678627454
20240606181851A641973A1878250224,2025-11-24T01:15:00.000000,52,19.3999996,52.84807701538463,100078.96394230769,164.53269166153854,-2.4000001,7.708200336538464,12.0,1.2488461519230767,22.607978561538463,114.05999374615386
20240606181851A641973A1878250224,2025-11-24T01:16:00.000000,52,19.398076515384616,52.836538959615375,100079.48677884616,168.6769241942308,-2.4000001,7.7101503326923115,12.0,1.204038453846154,22.60792526923078,114.05998052884617
20240606181851A641973A1878250224,2025-11-24T01:17:00.000000,51,19.39803880784314,52.68823528823528,100079.35968137255,171.1431361196078,-2.4000001,7.7114473686274545,12.0,1.062745096078431,22.607996135294126,114.05996896862744
20240606181851A641973A1878250224,2025-11-24T01:18:00.000000,52,19.3999996,52.90192301923076,100079.63461538461,169.68076881923082,-2.4000001,7.709100328846159,12.0,1.5063461442307693,22.607992757692305,114.059986851923
20240606181851A641973A1878250224,2025-11-24T01:19:00.000000,51,19.3999996,52.82941164117648,100080.1231617647,161.9431373686274,-2.4000001,7.713741513725492,12.0,1.1903921450980393,22.60792071764706,114.05997782156865
20240606181851A641973A1878250224,2025-11-24T01:20:00.000000,51,19.3999996,52.807842672549036,100080.98223039215,171.3941174666667,-2.4000001,7.70731798039216,12.0,1.4707843254901962,22.60796015686275,114.05999441764706
20240606181851A641973A1878250224,2025-11-24T01:21:00.000000,52,19.3999996,53.38076971923079,100081.61598557692,169.5134614788461,-2.4000001,7.710750321153849,12.0,1.5338461538461543,22.608020559615394,114.05997320961534
20240606181851A641973A1878250224,2025-11-24T01:22:00.000000,51,19.3999996,53.45098017058823,100081.35600490196,169.42352893529414,-2.4000001,7.707776800000003,12.0,1.6447058784313735,22.60806345686274,114.05996268431369
20240606181851A641973A1878250224,2025-11-24T01:23:00.000000,52,19.3999996,53.68461544423075,100081.14663461539,164.49615389807695,-2.4000001,7.709250340384619,12.0,1.4390384673076921,22.60813646346154,114.05999989038467
20240606181851A641973A1878250224,2025-11-24T01:24:00.000000,50,19.397999592,53.378000538000016,100080.190625,160.627999876,-2.4000001,7.709052324000003,12.0,1.1801999999999997,22.608077425999994,114.06001281799999
20240606181851A641973A1878250224,2025-11-24T01:25:00.000000,50,19.375999504000003,53.404000837999995,100079.99625,164.09400054200003,-2.4000001,7.730112302,12.0,1.0903999959999995,22.607957538,114.06002638199992
20240606181851A641973A1878250224,2025-11-24T01:26:00.000000,52,19.36153790769231,52.915385446153856,100078.78185096153,169.00769130769228,-2.4000001,7.73490031730769,12.0,1.239230761538462,22.607982494230782,114.05998993653844
20240606181851A641973A1878250224,2025-11-24T01:27:00.000000,51,19.358822964705883,53.00784301960784,100077.76409313726,171.84901847058816,-2.4000001,7.73469446078431,12.0,1.174901949019608,22.607981805882353,114.05997614705888
20240606181851A641973A1878250224,2025-11-24T01:28:00.000000,50,19.379999520000002,53.14199999799999,100075.174375,169.42599945199999,-2.4000001,7.7120163220000055,12.0,1.1069999860000004,22.608012166000012,114.05998915999994
20240606181851A641973A1878250224,2025-11-24T01:29:00.000000,52,19.388461092307693,52.953845749999985,100072.68569711539,171.00769218461542,-2.4000001,7.7086503134615425,12.0,1.1682692346153845,22.608039415384624,114.05998949807704
20240606181851A641973A1878250224,2025-11-24T01:30:00.000000,50,19.375999504000003,52.783999534,100071.196875,169.40200042999996,-2.4000001,7.713264348000003,12.0,1.3059999860000002,22.60794547999999,114.05999085600004
20240606181851A641973A1878250224,2025-11-24T01:31:00.000000,52,19.373076415384617,52.70384689230769,100070.49098557692,160.99615331730772,-2.4000001,7.709850328846158,12.0,1.2517307500000001,22.607783675000004,114.05997732499996
20240606181851A641973A1878250224,2025-11-24T01:32:00.000000,51,19.35686217254902,52.98823532156863,100071.07843137255,157.4803927607843,-2.4000001,7.714200323529414,12.0,1.3086274294117641,22.6078177372549,114.05997016470585
20240606181851A641973A1878250224,2025-11-24T01:33:00.000000,50,19.329999320000002,53.029999853999996,100072.250625,161.81000032,-2.4000001,7.713108346000002,12.0,1.0891999940000003,22.607835707999993,114.05998230000014
20240606181851A641973A1878250224,2025-11-24T01:34:00.000000,51,19.32156791372549,52.784313949019605,100072.95955882352,163.4666670254902,-2.4000001,7.708235609803925,12.0,1.1035294098039217,22.60787045294117,114.05998811176465
20240606181851A641973A1878250224,2025-11-24T01:35:00.000000,51,19.329411082352944,52.78039174705883,100073.05637254902,163.47843155490196,-2.4000001,7.708847382352945,12.0,1.1227450901960785,22.607893105882354,114.05998587647062
20240606181851A641973A1878250224,2025-11-24T01:36:00.000000,51,19.335293458823532,52.82156832352945,100072.33517156863,160.12745068039212,-2.4000001,7.711753262745101,12.0,1.0837254901960784,22.607786290196096,114.05998992549024
20240606181851A641973A1878250224,2025-11-24T01:37:00.000000,52,19.342307061538463,52.96346201346153,100071.46514423077,163.3807681096153,-2.4000001,7.709550334615388,12.0,1.092307694230769,22.607811848076928,114.05998539807692
20240606181851A641973A1878250224,2025-11-24T01:38:00.000000,51,19.32745029019608,53.24901947058824,100070.70098039215,162.9509812901961,-2.4000001,7.70731798039216,12.0,1.087843135294118,22.607855841176463,114.0599779784314
20240606181851A641973A1878250224,2025-11-24T01:39:00.000000,50,19.335999344,53.23000032,100070.56,162.050000302,-2.4000001,7.709832324000003,12.0,1.0680000039999997,22.60782833199999,114.05998868399995
20240606181851A641973A1878250224,2025-11-24T01:40:00.000000,52,19.317306961538463,53.328846092307685,100069.31310096153,159.31923088653846,-2.4000001,7.708200317307696,12.0,1.134807694230769,22.607834405769225,114.05998610000005
20240606181851A641973A1878250224,2025-11-24T01:41:00.000000,50,19.317999271999998,53.374000598,100069.1675,164.70799957800003,-2.4000001,7.7132643580000035,12.0,1.1614000040000005,22.607911980000004,114.05998761999997
20240606181851A641973A1878250224,2025-11-24T01:42:00.000000,51,19.311763952941178,53.531372078431396,100069.3731617647,164.48823517450978,-2.4000001,7.729341525490195,12.0,1.0627451019607843,22.607889778431378,114.05996345098033
20240606181851A641973A1878250224,2025-11-24T01:43:00.000000,50,19.31999928,53.436000807999996,100070.14375,164.79800018400005,-2.4000001,7.737288353999999,12.0,1.0624,22.607815361999997,114.05998779599997
20240606181851A641973A1878250224,2025-11-24T01:44:00.000000,52,19.32884546923077,53.65961480576924,100070.21213942308,168.56346100961534,-2.4000001,7.730700294230767,12.0,0.9957692307692306,22.608029801923074,114.05996849423079
20240606181851A641973A1878250224,2025-11-24T01:45:00.000000,51,19.309803160784316,54.05097992549021,100070.13235294117,161.3333336372549,-2.4000001,7.733470909803921,12.0,1.1150980411764713,22.607905939215684,114.05995986862735
20240606181851A641973A1878250224,2025-11-24T01:46:00.000000,52,19.301922284615383,54.22115354038461,100069.96995192308,158.87307680192305,-2.4000001,7.713900342307696,12.0,1.1305769211538457,22.607829055769233,114.05997526346165
20240606181851A641973A1878250224,2025-11-24T01:47:00.000000,51,19.303920784313725,53.84705860784314,100069.10968137255,166.0294114627451,-2.4000001,7.714353266666669,12.0,1.024509807843137,22.607818133333332,114.0599636058824
20240606181851A641973A1878250224,2025-11-24T01:48:00.000000,52,19.2999992,53.90384572115385,100068.76802884616,169.16538414999997,-2.4000001,7.707450336538465,12.0,1.1036538480769231,22.607845423076906,114.0599431461538
20240606181851A641973A1878250224,2025-11-24T01:49:00.000000,48,19.2999992,54.412499966666644,100068.66145833333,169.4395834604167,-2.4000001,7.708187839583336,12.0,1.04375000625,22.607882106250006,114.0599392333333
20240606181851A641973A1878250224,2025-11-24T01:50:00.000000,52,19.2999992,54.59999971538462,100068.05829326923,173.03461515,-2.4000001,7.711800325000003,12.0,1.01384615,22.60791606346155,114.05992493461534
20240606181851A641973A1878250224,2025-11-24T01:51:00.000000,49,19.2999992,53.848979222448996,100067.14668367348,168.56530636938777,-2.4000001,7.71674728979592,12.0,1.1153061265306123,22.607805651020414,114.05996409387753
20240606181851A641973A1878250224,2025-11-24T01:52:00.000000,52,19.2999992,54.1634614653846,100065.96514423077,166.67115314230762,-2.4000001,7.708500351923082,12.0,1.1865384673076922,22.607902444230767,114.05988502115386
20240606181851A641973A1878250224,2025-11-24T01:53:00.000000,51,19.2999992,54.19803878627451,100064.59375,183.3372539392157,-2.4000001,7.711600339215689,12.0,1.1294117647058821,22.608039613725495,114.05981132941174
20240606181851A641973A1878250224,2025-11-24T01:54:00.000000,50,19.2999992,54.360000676000006,100064.67625,191.55000030399995,-2.4000001,7.707336342000004,12.0,0.9783999899999997,22.608071742000003,114.05980666999999
20240606181851A641973A1878250224,2025-11-24T01:55:00.000000,52,19.298076153846154,54.03653892884619,100065.33713942308,206.47692283461544,-2.4000001,7.711500340384619,12.0,1.0088461557692312,22.608164671153848,114.05971497307686
20240606181851A641973A1878250224,2025-11-24T01:56:00.000000,48,19.2979159,54.01874971874997,100066.27994791667,209.41458319999995,-2.4000001,7.713387854166669,12.0,1.275416675,22.608153814583332,114.05968939166668
20240606181851A641973A1878250224,2025-11-24T01:57:00.000000,52,19.29615310769231,54.15576898269231,100066.97896634616,200.79807692115384,-2.4000001,7.709850367307696,12.0,1.2255769230769233,22.60810826346154,114.05971424038458
20240606181851A641973A1878250224,2025-11-24T01:58:00.000000,49,19.2999992,54.418367873469386,100067.68112244898,196.6285714938775,-2.4000001,7.709902393877554,12.0,1.7761224551020407,22.60810093265306,114.05972336530606
20240606181851A641973A1878250224,2025-11-24T01:59:00.000000,52,19.298076153846154,54.19615392884615,100068.29867788461,183.51730875192305,-2.4000001,7.7119503461538494,12.0,1.5763461615384613,22.60800545,114.05980916730775
20240606181851A641973A1878250224,2025-11-24T02:00:00.000000,50,19.2999992,53.954000461999975,100068.075625,164.09799988199995,-2.4000001,7.714200370000003,12.0,1.743999982,22.607827834,114.05992262999996
20240606181851A641973A1878250224,2025-11-24T02:01:00.000000,51,19.2999992,53.68039136274511,100067.60906862745,153.9725503392157,-2.4000001,7.710223880392161,12.0,1.8458823509803914,22.60778710784314,114.05996464509805
20240606181851A641973A1878250224,2025-11-24T02:02:00.000000,50,19.2999992,53.711999376000016,100066.30875,154.414000858,-2.4000001,7.7244963439999985,12.0,1.7174000000000005,22.607867581999997,114.05993942799998
20240606181851A641973A1878250224,2025-11-24T02:03:00.000000,51,19.298038447058822,54.07450965490195,100065.94669117648,157.87843113137257,-2.4000001,7.731788545098039,12.0,1.7082352921568618,22.607899874509798,114.05994073333328
20240606181851A641973A1878250224,2025-11-24T02:04:00.000000,52,19.286537876923077,54.161538409615396,100066.12860576923,163.0192298903846,-2.4000001,7.71240035192308,12.0,1.4488461538461535,22.607923542307695,114.05995428269232
20240606181851A641973A1878250224,2025-11-24T02:05:00.000000,51,19.28235242352941,54.207842584313724,100067.31740196078,170.14902062941175,-2.4000001,7.714506219607845,12.0,1.6245098000000002,22.60799072352941,114.05994014117641
20240606181851A641973A1878250224,2025-11-24T02:06:00.000000,50,19.271999648,54.554000097999996,100068.710625,167.30199950399998,-2.4000001,7.711704338000003,12.0,1.413200008,22.607930074000002,114.05995897199996
20240606181851A641973A1878250224,2025-11-24T02:07:00.000000,51,19.258823388235296,54.22548997647062,100069.82169117648,162.43529405490196,-2.4000001,7.7114474058823586,12.0,1.4145098019607842,22.607877849019605,114.05997915294114
20240606181851A641973A1878250224,2025-11-24T02:08:00.000000,50,19.261999808,54.14199946400001,100070.394375,163.39999970399998,-2.4000001,7.710612344000003,12.0,1.7739999619999995,22.607912435999996,114.05994751399994
20240606181851A641973A1878250224,2025-11-24T02:09:00.000000,49,19.27142822857143,54.25306125510203,100070.67091836735,161.35102065714287,-2.4000001,7.715155465306125,12.0,2.339795881632653,22.607913663265315,114.05993839183665
