uid,corr,tier,count
948226,-0.021917363259275114,Tier 3 (Warning),18462
527426,0.022742357087177225,Tier 3 (Warning),14185
508217,0.033089151681616545,Tier 3 (Warning),15971
250224,0.046466231498246906,Tier 3 (Warning),19682
437779,0.05779625785711592,Tier 3 (Warning),19039
605977,0.09576874899370034,Tier 3 (Warning),16925
369164,0.1042260810986826,Tier 3 (Warning),12913
373510,0.33108303050189913,Tier 3 (Warning),17991
