id,full_id,altitude,n_samples,physics_mae,pinf_mae
11437779,20240606185609A190219A4811437779,93.63955916594873,19039,36.536282135491916,3.6370902248750436
42508217,20240911193046A806593A5642508217,100.11900260039592,15968,32.15647090732965,2.0481066016765133
16948226,20240606201439A160695A3816948226,102.9234943133752,18398,41.260007934902745,4.276808425107646
31369164,20240911193519A117375A6331369164,111.80604873843323,12913,38.5624034155737,10.529019419430096
82527426,20240911194312A389747A0782527426,121.09993761575872,14184,32.48166156394418,5.697698708353864
94605977,20240911193733A012843A9994605977,145.43903212235364,16925,35.755835500170626,8.13470773959277
27373510,20240911194957A179458A3827373510,259.1684738846293,17990,35.03491245286885,21.51490264991541
